Approved symbol	Ensembl ID(supplied by Ensembl)
AMMECR1-IT1	ENSG00000224142
AMMECR1L	ENSG00000144233
AMMECR1LP1	ENSG00000233273
AMN	ENSG00000166126
AMN1	ENSG00000151743
AMOT	ENSG00000126016
AMOTL1	ENSG00000166025
AMOTL2	ENSG00000114019
AMPD1	ENSG00000116748
AMPD2	ENSG00000116337
AMPD3	ENSG00000133805
AMPH	ENSG00000078053
AMT	ENSG00000145020
AMTN	ENSG00000187689
AMY1A	ENSG00000237763
AMY1B	ENSG00000174876
AMY1C	ENSG00000187733
AMY2A	ENSG00000243480
AMY2B	ENSG00000240038
AMYP1	ENSG00000227408
AMZ1	ENSG00000174945
AMZ2	ENSG00000196704
AMZ2P1	ENSG00000214174
AMZ2P2	ENSG00000219249
ANAPC1	ENSG00000153107
ANAPC1P1	ENSG00000233673
ANAPC2	ENSG00000176248
ANAPC4	ENSG00000053900
ANAPC5	ENSG00000089053
ANAPC7	ENSG00000196510
ANAPC10	ENSG00000164162
ANAPC10P1	ENSG00000213735
ANAPC11	ENSG00000141552
ANAPC13	ENSG00000129055
ANAPC15	ENSG00000110200
ANAPC16	ENSG00000166295
ANCR	
ANG	ENSG00000214274
ANGEL1	ENSG00000013523
ANGEL2	ENSG00000174606
ANGPT1	ENSG00000154188
ANGPT2	ENSG00000091879
ANGPT4	ENSG00000101280
ANGPTL1	ENSG00000116194
ANGPTL2	ENSG00000136859
ANGPTL3	ENSG00000132855
ANGPTL4	ENSG00000167772
ANGPTL5	ENSG00000187151
ANGPTL6	ENSG00000130812
ANGPTL7	ENSG00000171819
ANGPTL8	ENSG00000130173
ANHX	ENSG00000227059
ANIB1	
ANIB2	
ANIB3	
ANIB4	
ANK1	ENSG00000029534
ANK2	ENSG00000145362
ANK3	ENSG00000151150
ANK3-DT	ENSG00000254271
ANKAR	ENSG00000151687
ANKDD1A	ENSG00000166839
ANKDD1B	ENSG00000189045
ANKEF1	ENSG00000132623
ANKFN1	ENSG00000153930
ANKFY1	ENSG00000185722
ANKH	ENSG00000154122
ANKHD1	ENSG00000131503
ANKHD1-EIF4EBP3	ENSG00000254996
ANKIB1	ENSG00000001629
ANKK1	ENSG00000170209
ANKLE1	ENSG00000160117
ANKLE2	ENSG00000176915
ANKMY1	ENSG00000144504
ANKMY2	ENSG00000106524
ANKRA2	ENSG00000164331
ANKRD1	ENSG00000148677
ANKRD2	ENSG00000165887
ANKRD6	ENSG00000135299
ANKRD7	ENSG00000106013
ANKRD9	ENSG00000156381
ANKRD10	ENSG00000088448
ANKRD10-IT1	ENSG00000229152
ANKRD11	ENSG00000167522
ANKRD12	ENSG00000101745
ANKRD13A	ENSG00000076513
ANKRD13B	ENSG00000198720
ANKRD13C	ENSG00000118454
ANKRD13D	ENSG00000172932
ANKRD16	ENSG00000134461
ANKRD17	ENSG00000132466
ANKRD18A	ENSG00000180071
ANKRD18B	ENSG00000230453
ANKRD18CP	ENSG00000159712
ANKRD18DP	ENSG00000226435
ANKRD18EP	ENSG00000217165
ANKRD19P	ENSG00000187984
ANKRD20A1	ENSG00000260691
ANKRD20A2	ENSG00000183148
ANKRD20A3	ENSG00000276203
ANKRD20A4	ENSG00000172014
ANKRD20A5P	ENSG00000186481
ANKRD20A6P	ENSG00000274502
ANKRD20A7P	ENSG00000236816
ANKRD20A8P	ENSG00000229089
ANKRD20A9P	ENSG00000206192
ANKRD20A10P	ENSG00000226695
ANKRD20A11P	ENSG00000215559
ANKRD20A12P	
ANKRD20A13P	
ANKRD20A14P	
ANKRD20A15P	
ANKRD20A16P	
ANKRD20A17P	ENSG00000251056
ANKRD20A18P	ENSG00000249493
ANKRD20A19P	ENSG00000196593
ANKRD20A20P	
ANKRD20A21P	ENSG00000277112
ANKRD22	ENSG00000152766
ANKRD23	ENSG00000163126
ANKRD24	ENSG00000089847
ANKRD26	ENSG00000107890
ANKRD26P1	ENSG00000261239
ANKRD26P2	ENSG00000235550
ANKRD26P3	ENSG00000237636
ANKRD26P4	ENSG00000229427
ANKRD27	ENSG00000105186
ANKRD28	ENSG00000206560
ANKRD29	ENSG00000154065
ANKRD30A	ENSG00000148513
ANKRD30B	ENSG00000180777
ANKRD30BL	ENSG00000163046
ANKRD30BP1	ENSG00000175302
ANKRD30BP2	ENSG00000224309
ANKRD30BP3	ENSG00000230501
ANKRD31	ENSG00000145700
ANKRD33	ENSG00000167612
ANKRD33B	ENSG00000164236
ANKRD33B-AS1	ENSG00000250106
ANKRD34A	ENSG00000272031
ANKRD34B	ENSG00000189127
ANKRD34C	ENSG00000235711
ANKRD34C-AS1	ENSG00000259234
ANKRD35	ENSG00000198483
ANKRD36	ENSG00000135976
ANKRD36B	ENSG00000196912
ANKRD36BP1	ENSG00000214262
ANKRD36BP2	ENSG00000230006
ANKRD36C	ENSG00000174501
ANKRD36P1	ENSG00000188399
ANKRD37	ENSG00000186352
ANKRD39	ENSG00000213337
ANKRD40	ENSG00000154945
ANKRD40CL	ENSG00000167117
ANKRD42	ENSG00000137494
ANKRD44	ENSG00000065413
ANKRD44-IT1	ENSG00000236977
ANKRD45	ENSG00000183831
ANKRD46	ENSG00000186106
ANKRD49	ENSG00000168876
ANKRD50	ENSG00000151458
ANKRD52	ENSG00000139645
ANKRD53	ENSG00000144031
ANKRD54	ENSG00000100124
ANKRD54P1	ENSG00000236442
ANKRD55	ENSG00000164512
ANKRD57P1	
ANKRD60	ENSG00000124227
ANKRD61	ENSG00000157999
ANKRD62	ENSG00000181626
ANKRD62P1	ENSG00000259271
ANKRD62P1-PARP4P3	ENSG00000189295
ANKRD63	ENSG00000230778
ANKRD65	ENSG00000235098
ANKRD66	ENSG00000230062
ANKS1A	ENSG00000064999
ANKS1B	ENSG00000185046
ANKS3	ENSG00000168096
ANKS4B	ENSG00000175311
ANKS6	ENSG00000165138
ANKUB1	ENSG00000206199
ANKZF1	ENSG00000163516
ANLN	ENSG00000011426
ANO1	ENSG00000131620
ANO1-AS1	ENSG00000254902
ANO2	ENSG00000047617
ANO3	ENSG00000134343
ANO3-AS1	
ANO4	ENSG00000151572
ANO5	ENSG00000171714
ANO6	ENSG00000177119
ANO7	ENSG00000146205
ANO7L1	ENSG00000237276
ANO8	ENSG00000074855
ANO9	ENSG00000185101
ANO10	ENSG00000160746
ANOP1	
ANOS1	ENSG00000011201
ANOS2P	ENSG00000241859
ANP32A	ENSG00000140350
ANP32A-IT1	
ANP32AP1	ENSG00000259516
ANP32B	ENSG00000136938
ANP32BP1	ENSG00000259790
ANP32BP2	ENSG00000231801
ANP32BP3	ENSG00000259461
ANP32C	ENSG00000248546
ANP32D	ENSG00000139223
ANP32E	ENSG00000143401
ANPEP	ENSG00000166825
ANTXR1	ENSG00000169604
ANTXR2	ENSG00000163297
ANTXRL	ENSG00000274209
ANTXRLP1	ENSG00000263482
ANXA1	ENSG00000135046
ANXA2	ENSG00000182718
ANXA2P1	ENSG00000213406
ANXA2P2	ENSG00000231991
ANXA2P3	ENSG00000216740
ANXA2R	ENSG00000177721
ANXA3	ENSG00000138772
ANXA4	ENSG00000196975
ANXA5	ENSG00000164111
ANXA6	ENSG00000197043
ANXA7	ENSG00000138279
ANXA8	ENSG00000265190
ANXA8L1	ENSG00000264230
ANXA9	ENSG00000143412
ANXA10	ENSG00000109511
ANXA11	ENSG00000122359
ANXA13	ENSG00000104537
AOAH	ENSG00000136250
AOAH-IT1	ENSG00000230539
AOC1	ENSG00000002726
AOC2	ENSG00000131480
AOC3	ENSG00000131471
AOC4P	ENSG00000260105
AOPEP	ENSG00000148120
AOX1	ENSG00000138356
AOX2P	ENSG00000243478
AOX3P	ENSG00000244301
AOX3P-AOX2P	ENSG00000284084
AP1AR	ENSG00000138660
AP1B1	ENSG00000100280
AP1B1P1	ENSG00000234479
AP1B1P2	ENSG00000232707
AP1G1	ENSG00000166747
AP1G2	ENSG00000213983
AP1M1	ENSG00000072958
AP1M2	ENSG00000129354
AP1S1	ENSG00000106367
AP1S2	ENSG00000182287
AP1S2P1	ENSG00000226046
AP1S3	ENSG00000152056
AP2A1	ENSG00000196961
AP2A2	ENSG00000183020
AP2B1	ENSG00000006125
AP2M1	ENSG00000161203
AP2S1	ENSG00000042753
AP3B1	ENSG00000132842
AP3B2	ENSG00000103723
AP3D1	ENSG00000065000
AP3M1	ENSG00000185009
AP3M2	ENSG00000070718
AP3S1	ENSG00000177879
AP3S2	ENSG00000157823
AP4B1	ENSG00000134262
AP4B1-AS1	ENSG00000226167
AP4E1	ENSG00000081014
AP4M1	ENSG00000221838
AP4S1	ENSG00000100478
AP5B1	ENSG00000254470
AP5M1	ENSG00000053770
AP5S1	ENSG00000125843
AP5Z1	ENSG00000242802
APAF1	ENSG00000120868
APBA1	ENSG00000107282
APBA2	ENSG00000034053
APBA3	ENSG00000011132
APBB1	ENSG00000166313
APBB1IP	ENSG00000077420
APBB2	ENSG00000163697
APBB3	ENSG00000113108
APC	ENSG00000134982
APC2	ENSG00000115266
APCDD1	ENSG00000154856
APCDD1L	ENSG00000198768
APCDD1L-DT	ENSG00000231290
APCS	ENSG00000132703
APEH	ENSG00000164062
APELA	ENSG00000248329
APEX1	ENSG00000100823
APEX2	ENSG00000169188
APH1A	ENSG00000117362
APH1B	ENSG00000138613
API5	ENSG00000166181
API5P1	ENSG00000234558
API5P2	ENSG00000213962
APIP	ENSG00000149089
APLF	ENSG00000169621
APLN	ENSG00000171388
APLNR	ENSG00000134817
APLP1	ENSG00000105290
APLP2	ENSG00000084234
APMAP	ENSG00000101474
APOA1	ENSG00000118137
APOA1-AS	ENSG00000235910
APOA2	ENSG00000158874
APOA4	ENSG00000110244
APOA5	ENSG00000110243
APOB	ENSG00000084674
APOBEC1	ENSG00000111701
APOBEC2	ENSG00000124701
APOBEC3A	ENSG00000128383
APOBEC3A_B	
APOBEC3AP1	ENSG00000248822
APOBEC3B	ENSG00000179750
APOBEC3B-AS1	ENSG00000249310
APOBEC3C	ENSG00000244509
APOBEC3D	ENSG00000243811
APOBEC3F	ENSG00000128394
APOBEC3G	ENSG00000239713
APOBEC3H	ENSG00000100298
APOBEC4	ENSG00000173627
APOBR	ENSG00000184730
APOC1	ENSG00000130208
APOC1P1	ENSG00000214855
APOC2	ENSG00000234906
APOC3	ENSG00000110245
APOC4	ENSG00000267467
APOC4-APOC2	ENSG00000224916
APOD	ENSG00000189058
APOE	ENSG00000130203
APOF	ENSG00000175336
APOH	ENSG00000091583
APOL1	ENSG00000100342
APOL2	ENSG00000128335
APOL3	ENSG00000128284
APOL4	ENSG00000100336
APOL5	ENSG00000128313
APOL6	ENSG00000221963
APOLD1	ENSG00000178878
APOM	ENSG00000204444
APONP	ENSG00000274823
APOO	ENSG00000184831
APOOL	ENSG00000155008
APOOP1	ENSG00000270560
APOOP2	ENSG00000240902
APOOP3	ENSG00000255700
APOOP4	ENSG00000248122
APOOP5	ENSG00000260240
APP	ENSG00000142192
APPBP2	ENSG00000062725
APPL1	ENSG00000157500
APPL2	ENSG00000136044
APRT	ENSG00000198931
APTR	ENSG00000214293
APTX	ENSG00000137074
AQP1	ENSG00000240583
AQP2	ENSG00000167580
AQP3	ENSG00000165272
AQP4	ENSG00000171885
AQP4-AS1	ENSG00000260372
AQP5	ENSG00000161798
AQP6	ENSG00000086159
AQP7	ENSG00000165269
AQP7P1	ENSG00000186466
AQP7P2	ENSG00000181997
AQP7P3	ENSG00000279688
AQP7P4	ENSG00000176115
AQP7P5	ENSG00000278122
AQP8	ENSG00000103375
AQP9	ENSG00000103569
AQP10	ENSG00000143595
AQP11	ENSG00000178301
AQP12A	ENSG00000184945
AQP12B	ENSG00000185176
AQR	ENSG00000021776
AR	ENSG00000169083
ARAF	ENSG00000078061
ARAFP1	ENSG00000231264
ARAFP2	ENSG00000224368
ARAFP3	ENSG00000227298
ARAP1	ENSG00000186635
ARAP1-AS1	ENSG00000256007
ARAP1-AS2	ENSG00000245148
ARAP2	ENSG00000047365
ARAP3	ENSG00000120318
ARC	ENSG00000198576
ARCN1	ENSG00000095139
AREG	ENSG00000109321
AREL1	ENSG00000119682
ARF1	ENSG00000143761
ARF1P1	ENSG00000219807
ARF1P2	ENSG00000213137
ARF1P3	ENSG00000253885
ARF2P	
ARF3	ENSG00000134287
ARF4	ENSG00000168374
ARF4-AS1	ENSG00000272146
ARF4P1	ENSG00000271525
ARF4P2	ENSG00000236527
ARF4P3	ENSG00000214051
ARF4P4	ENSG00000231222
ARF4P5	
ARF5	ENSG00000004059
ARF6	ENSG00000165527
ARFGAP1	ENSG00000101199
ARFGAP2	ENSG00000149182
ARFGAP3	ENSG00000242247
ARFGEF1	ENSG00000066777
ARFGEF2	ENSG00000124198
ARFGEF3	ENSG00000112379
ARFIP1	ENSG00000164144
ARFIP2	ENSG00000132254
ARFRP1	ENSG00000101246
ARG1	ENSG00000118520
ARG2	ENSG00000081181
ARGFX	ENSG00000186103
ARGFXP1	ENSG00000240058
ARGFXP2	ENSG00000265293
ARGLU1	ENSG00000134884
ARHGAP1	ENSG00000175220
ARHGAP4	ENSG00000089820
ARHGAP5	ENSG00000100852
ARHGAP5-AS1	ENSG00000258655
ARHGAP6	ENSG00000047648
ARHGAP8	ENSG00000241484
ARHGAP9	ENSG00000123329
ARHGAP10	ENSG00000071205
ARHGAP11A	ENSG00000198826
ARHGAP11B	ENSG00000284906
ARHGAP12	ENSG00000165322
ARHGAP15	ENSG00000075884
ARHGAP16P	
ARHGAP17	ENSG00000140750
ARHGAP18	ENSG00000146376
ARHGAP19	ENSG00000213390
ARHGAP19-SLIT1	ENSG00000269891
ARHGAP20	ENSG00000137727
ARHGAP21	ENSG00000107863
ARHGAP22	ENSG00000128805
ARHGAP22-IT1	ENSG00000248682
ARHGAP23	ENSG00000275832
ARHGAP23P1	ENSG00000260781
ARHGAP24	ENSG00000138639
ARHGAP25	ENSG00000163219
ARHGAP26	ENSG00000145819
ARHGAP26-AS1	ENSG00000226272
ARHGAP26-IT1	ENSG00000230789
ARHGAP27	ENSG00000159314
ARHGAP27P1	
ARHGAP27P1-BPTFP1-KPNA2P3	ENSG00000215769
ARHGAP27P2	ENSG00000267472
ARHGAP28	ENSG00000088756
ARHGAP29	ENSG00000137962
ARHGAP29-AS1	
ARHGAP30	ENSG00000186517
ARHGAP31	ENSG00000031081
ARHGAP31-AS1	ENSG00000241155
ARHGAP32	ENSG00000134909
ARHGAP33	ENSG00000004777
ARHGAP35	ENSG00000160007
ARHGAP36	ENSG00000147256
ARHGAP39	ENSG00000147799
ARHGAP40	ENSG00000124143
ARHGAP42	ENSG00000165895
ARHGAP42P1	ENSG00000227817
ARHGAP42P2	ENSG00000231147
ARHGAP42P3	ENSG00000235759
ARHGAP42P4	ENSG00000258080
ARHGAP42P5	ENSG00000258233
ARHGAP44	ENSG00000006740
ARHGAP45	ENSG00000180448
ARHGDIA	ENSG00000141522
ARHGDIB	ENSG00000111348
ARHGDIG	ENSG00000242173
ARHGEF1	ENSG00000076928
ARHGEF2	ENSG00000116584
ARHGEF3	ENSG00000163947
ARHGEF3-AS1	ENSG00000240198
ARHGEF4	ENSG00000136002
ARHGEF5	ENSG00000050327
ARHGEF6	ENSG00000129675
ARHGEF7	ENSG00000102606
ARHGEF7-AS1	ENSG00000227352
ARHGEF7-AS2	ENSG00000235875
ARHGEF7-IT1	ENSG00000233644
ARHGEF9	ENSG00000131089
ARHGEF9-IT1	ENSG00000231729
ARHGEF10	ENSG00000104728
ARHGEF10L	ENSG00000074964
ARHGEF11	ENSG00000132694
ARHGEF12	ENSG00000196914
ARHGEF15	ENSG00000198844
ARHGEF16	ENSG00000130762
ARHGEF17	ENSG00000110237
ARHGEF18	ENSG00000104880
ARHGEF19	ENSG00000142632
ARHGEF19-AS1	ENSG00000234166
ARHGEF25	ENSG00000240771
ARHGEF26	ENSG00000114790
ARHGEF26-AS1	ENSG00000243069
ARHGEF28	ENSG00000214944
ARHGEF33	ENSG00000214694
ARHGEF34P	ENSG00000204959
ARHGEF35	ENSG00000213214
ARHGEF37	ENSG00000183111
ARHGEF38	ENSG00000236699
ARHGEF38-IT1	ENSG00000249885
ARHGEF39	ENSG00000137135
ARHGEF40	ENSG00000165801
ARID1A	ENSG00000117713
ARID1B	ENSG00000049618
ARID2	ENSG00000189079
ARID3A	ENSG00000116017
ARID3B	ENSG00000179361
ARID3C	ENSG00000205143
ARID4A	ENSG00000032219
ARID4B	ENSG00000054267
ARID5A	ENSG00000196843
ARID5B	ENSG00000150347
ARIH1	ENSG00000166233
ARIH2	ENSG00000177479
ARIH2OS	ENSG00000221883
ARIH2P1	ENSG00000266296
ARL1	ENSG00000120805
ARL2	ENSG00000213465
ARL2-SNX15	ENSG00000273003
ARL2BP	ENSG00000102931
ARL2BPP1	ENSG00000265934
ARL2BPP2	ENSG00000258071
ARL2BPP3	ENSG00000215486
ARL2BPP4	ENSG00000249312
ARL2BPP5	ENSG00000254351
ARL2BPP6	ENSG00000248355
ARL2BPP7	ENSG00000230418
ARL2BPP8	ENSG00000263125
ARL2BPP9	
ARL2BPP10	ENSG00000225225
ARL3	ENSG00000138175
ARL4A	ENSG00000122644
ARL4AP1	ENSG00000122872
ARL4AP2	ENSG00000248780
ARL4AP3	ENSG00000228291
ARL4AP4	ENSG00000231395
ARL4AP5	ENSG00000218996
ARL4C	ENSG00000188042
ARL4D	ENSG00000175906
ARL5A	ENSG00000162980
ARL5AP1	ENSG00000227864
ARL5AP2	ENSG00000236818
ARL5AP3	ENSG00000228431
ARL5AP4	ENSG00000224806
ARL5B	ENSG00000165997
ARL5C	ENSG00000141748
ARL6	ENSG00000113966
ARL6IP1	ENSG00000170540
ARL6IP1P1	ENSG00000255664
ARL6IP1P2	ENSG00000225355
ARL6IP1P3	ENSG00000255014
ARL6IP4	ENSG00000182196
ARL6IP5	ENSG00000144746
ARL6IP6	ENSG00000177917
ARL8A	ENSG00000143862
ARL8B	ENSG00000134108
ARL9	ENSG00000196503
ARL10	ENSG00000175414
ARL11	ENSG00000152213
ARL13A	ENSG00000174225
ARL13B	ENSG00000169379
ARL14	ENSG00000179674
ARL14EP	ENSG00000152219
ARL14EPL	ENSG00000268223
ARL15	ENSG00000185305
ARL16	ENSG00000214087
ARL17A	ENSG00000185829
ARL17B	ENSG00000228696
ARLNC1	ENSG00000260896
ARMC1	ENSG00000104442
ARMC2	ENSG00000118690
ARMC2-AS1	ENSG00000230290
ARMC3	ENSG00000165309
ARMC4	ENSG00000169126
ARMC4P1	ENSG00000238021
ARMC5	ENSG00000140691
ARMC6	ENSG00000105676
ARMC7	ENSG00000125449
ARMC8	ENSG00000114098
ARMC8P1	ENSG00000225254
ARMC9	ENSG00000135931
ARMC10	ENSG00000170632
ARMC10P1	ENSG00000178660
ARMC12	ENSG00000157343
ARMCX1	ENSG00000126947
ARMCX2	ENSG00000184867
ARMCX3	ENSG00000102401
ARMCX3-AS1	ENSG00000228275
ARMCX4	ENSG00000196440
ARMCX5	ENSG00000125962
ARMCX5-GPRASP2	ENSG00000271147
ARMCX6	ENSG00000198960
ARMCX7P	ENSG00000204072
ARMH1	ENSG00000198520
ARMH2	ENSG00000260286
ARMH3	ENSG00000120029
ARMH4	ENSG00000139971
ARMS2	ENSG00000254636
ARMT1	ENSG00000146476
ARNT	ENSG00000143437
ARNT2	ENSG00000172379
ARNTL	ENSG00000133794
ARNTL2	ENSG00000029153
ARNTL2-AS1	ENSG00000245311
ARPC1A	ENSG00000241685
ARPC1B	ENSG00000130429
ARPC2	ENSG00000163466
ARPC3	ENSG00000111229
ARPC3P1	ENSG00000226284
ARPC3P2	ENSG00000238137
ARPC3P3	
ARPC3P4	
ARPC3P5	ENSG00000214027
ARPC4	ENSG00000241553
ARPC4-TTLL3	ENSG00000250151
ARPC5	ENSG00000162704
ARPC5L	ENSG00000136950
ARPIN	ENSG00000242498
ARPIN-AP3S2	ENSG00000250021
ARPP19	ENSG00000128989
ARPP21	ENSG00000172995
ARPP21-AS1	ENSG00000230830
ARR3	ENSG00000120500
ARRB1	ENSG00000137486
ARRB2	ENSG00000141480
ARRDC1	ENSG00000197070
ARRDC1-AS1	ENSG00000203993
ARRDC2	ENSG00000105643
ARRDC3	ENSG00000113369
ARRDC3-AS1	ENSG00000281357
ARRDC4	ENSG00000140450
ARRDC5	ENSG00000205784
ARSA	ENSG00000100299
ARSB	ENSG00000113273
ARSC2	
ARSD	ENSG00000006756
ARSD-AS1	ENSG00000229851
ARSDP1	ENSG00000225117
ARSE	ENSG00000157399
ARSEP1	ENSG00000224060
ARSF	ENSG00000062096
ARSFP1	ENSG00000232226
ARSG	ENSG00000141337
ARSH	ENSG00000205667
ARSI	ENSG00000183876
ARSJ	ENSG00000180801
ARSK	ENSG00000164291
ART1	ENSG00000129744
ART2BP	ENSG00000237408
ART2P	ENSG00000238048
ART3	ENSG00000156219
ART4	ENSG00000111339
ART5	ENSG00000167311
ARTN	ENSG00000117407
ARV1	ENSG00000173409
ARVCF	ENSG00000099889
ARVD3	
ARVD4	
ARX	ENSG00000004848
AS3MT	ENSG00000214435
ASAH1	ENSG00000104763
ASAH2	ENSG00000188611
ASAH2B	ENSG00000204147
ASAP1	ENSG00000153317
ASAP1-IT1	
ASAP1-IT2	ENSG00000280543
ASAP2	ENSG00000151693
ASAP3	ENSG00000088280
ASB1	ENSG00000065802
ASB2	ENSG00000100628
ASB3	ENSG00000115239
ASB4	ENSG00000005981
ASB5	ENSG00000164122
ASB6	ENSG00000148331
ASB7	ENSG00000183475
ASB8	ENSG00000177981
ASB9	ENSG00000102048
ASB9P1	ENSG00000258527
ASB10	ENSG00000146926
ASB11	ENSG00000165192
ASB12	ENSG00000198881
ASB13	ENSG00000196372
ASB14	ENSG00000239388
ASB15	ENSG00000146809
ASB16	ENSG00000161664
ASB16-AS1	ENSG00000267080
ASB17	ENSG00000154007
ASB18	ENSG00000182177
ASCC1	ENSG00000138303
ASCC2	ENSG00000100325
ASCC3	ENSG00000112249
ASCL1	ENSG00000139352
ASCL2	ENSG00000183734
ASCL3	ENSG00000176009
ASCL4	ENSG00000187855
ASCL5	ENSG00000232237
ASD1	
ASDURF	ENSG00000286053
ASF1A	ENSG00000111875
ASF1B	ENSG00000105011
ASGR1	ENSG00000141505
ASGR2	ENSG00000161944
ASH1L	ENSG00000116539
ASH1L-AS1	ENSG00000235919
ASH1L-IT1	ENSG00000227773
ASH2L	ENSG00000129691
ASH2LP1	ENSG00000224144
ASH2LP2	ENSG00000237428
ASH2LP3	ENSG00000225724
ASIC1	ENSG00000110881
ASIC2	ENSG00000108684
ASIC3	ENSG00000213199
ASIC4	ENSG00000072182
ASIC5	ENSG00000256394
ASIP	ENSG00000101440
ASL	ENSG00000126522
ASLP1	ENSG00000244723
ASMT	ENSG00000196433
ASMTL	ENSG00000169093
ASMTL-AS1	ENSG00000236017
ASNA1	ENSG00000198356
ASNS	ENSG00000070669
ASNSD1	ENSG00000138381
ASNSP1	ENSG00000248498
ASNSP2	
ASNSP3	ENSG00000236554
ASNSP4	ENSG00000251470
ASNSP5	
ASNSP6	ENSG00000267333
ASPA	ENSG00000108381
ASPDH	ENSG00000204653
ASPG	ENSG00000166183
ASPH	ENSG00000198363
ASPHD1	ENSG00000174939
ASPHD2	ENSG00000128203
ASPM	ENSG00000066279
ASPN	ENSG00000106819
ASPRV1	ENSG00000244617
ASPSCR1	ENSG00000169696
ASRGL1	ENSG00000162174
ASS1	ENSG00000130707
ASS1P1	ENSG00000220517
ASS1P2	ENSG00000223922
ASS1P3	
ASS1P4	ENSG00000213487
ASS1P5	ENSG00000227881
ASS1P6	ENSG00000215583
ASS1P7	ENSG00000236893
ASS1P8	ENSG00000251418
ASS1P9	ENSG00000217791
ASS1P10	ENSG00000215325
ASS1P11	ENSG00000225308
ASS1P12	ENSG00000237437
ASS1P13	
ASS1P14	
ASTE1	ENSG00000034533
ASTL	ENSG00000188886
ASTN1	ENSG00000152092
ASTN2	ENSG00000148219
ASTN2-AS1	ENSG00000229105
ASXL1	ENSG00000171456
ASXL2	ENSG00000143970
ASXL3	ENSG00000141431
ASZ1	ENSG00000154438
ATAD1	ENSG00000138138
ATAD2	ENSG00000156802
ATAD2B	ENSG00000119778
ATAD3A	ENSG00000197785
ATAD3B	ENSG00000160072
ATAD3C	ENSG00000215915
ATAD5	ENSG00000176208
ATAT1	ENSG00000137343
ATCAY	ENSG00000167654
ATD	
ATE1	ENSG00000107669
ATE1-AS1	ENSG00000226864
ATF1	ENSG00000123268
ATF1P1	ENSG00000219387
ATF2	ENSG00000115966
ATF3	ENSG00000162772
ATF4	ENSG00000128272
ATF4P1	ENSG00000213338
ATF4P2	ENSG00000273041
ATF4P3	ENSG00000228218
ATF4P4	ENSG00000256167
ATF5	ENSG00000169136
ATF6	ENSG00000118217
ATF6B	ENSG00000213676
ATF7	ENSG00000170653
ATF7IP	ENSG00000171681
ATF7IP2	ENSG00000166669
ATG2A	ENSG00000110046
ATG2B	ENSG00000066739
ATG3	ENSG00000144848
ATG3P1	ENSG00000224357
ATG4A	ENSG00000101844
ATG4AP1	ENSG00000232735
ATG4B	ENSG00000168397
ATG4C	ENSG00000125703
ATG4D	ENSG00000130734
ATG5	ENSG00000057663
ATG7	ENSG00000197548
ATG9A	ENSG00000198925
ATG9B	ENSG00000181652
ATG10	ENSG00000152348
ATG10-AS1	ENSG00000248192
ATG10-IT1	ENSG00000236447
ATG12	ENSG00000145782
ATG12P1	
ATG12P2	ENSG00000224121
ATG13	ENSG00000175224
ATG14	ENSG00000126775
ATG16L1	ENSG00000085978
ATG16L2	ENSG00000168010
ATG101	ENSG00000123395
ATHS	
ATIC	ENSG00000138363
ATL1	ENSG00000198513
ATL2	ENSG00000119787
ATL3	ENSG00000184743
ATM	ENSG00000149311
ATMIN	ENSG00000166454
ATN1	ENSG00000111676
ATOH1	ENSG00000172238
ATOH7	ENSG00000179774
ATOH8	ENSG00000168874
ATOX1	ENSG00000177556
ATP1A1	ENSG00000163399
ATP1A1-AS1	ENSG00000203865
ATP1A2	ENSG00000018625
ATP1A3	ENSG00000105409
ATP1A4	ENSG00000132681
ATP1B1	ENSG00000143153
ATP1B1P1	ENSG00000249212
ATP1B2	ENSG00000129244
ATP1B3	ENSG00000069849
ATP1B3-AS1	ENSG00000244124
ATP1B3P1	ENSG00000271707
ATP1B4	ENSG00000101892
ATP2A1	ENSG00000196296
ATP2A1-AS1	ENSG00000260442
ATP2A2	ENSG00000174437
ATP2A3	ENSG00000074370
ATP2B1	ENSG00000070961
ATP2B1-AS1	ENSG00000271614
ATP2B2	ENSG00000157087
ATP2B2-IT1	ENSG00000236999
ATP2B2-IT2	ENSG00000224771
ATP2B3	ENSG00000067842
ATP2B4	ENSG00000058668
ATP2C1	ENSG00000017260
ATP2C2	ENSG00000064270
ATP2C2-AS1	ENSG00000261286
ATP4A	ENSG00000105675
ATP4B	ENSG00000186009
ATP5F1A	ENSG00000152234
ATP5F1AP1	ENSG00000234861
ATP5F1AP2	ENSG00000227682
ATP5F1AP3	ENSG00000263232
ATP5F1AP4	ENSG00000258877
ATP5F1AP7	ENSG00000241571
ATP5F1AP8	ENSG00000234720
ATP5F1AP10	ENSG00000277297
ATP5F1B	ENSG00000110955
ATP5F1BP1	ENSG00000231635
ATP5F1C	ENSG00000165629
ATP5F1CP1	ENSG00000224004
ATP5F1D	ENSG00000099624
ATP5F1E	ENSG00000124172
ATP5F1EP1	ENSG00000250922
ATP5F1EP2	ENSG00000180389
ATP5IF1	ENSG00000130770
ATP5MC1	ENSG00000159199
ATP5MC1P1	ENSG00000230157
ATP5MC1P2	
ATP5MC1P3	ENSG00000242244
ATP5MC1P4	ENSG00000227440
ATP5MC1P5	ENSG00000227590
ATP5MC1P6	ENSG00000214318
ATP5MC1P7	ENSG00000232734
